RowName,23-Crude tail,33-LN NK,30-LN Treg,45-Meiosis II(MII),44-Pachytene/Diplotene(P/D),46-Round spermatid(RS),42-Spermatogonia,32-Spleen CD4 effector/memory(E/M),41-Spleen CD4 naive,37-Spleen CD8 central memory(CM),38-Spleen CD8 effector/memory(E/M),40-Spleen CD8 naive,34-Spleen NK,31-Spleen Treg,25-Tail epidermis,16-Tail skin dermis,39-Whole blood,13-Brown fat(bFat),05-Cerebral cortex,17-Ear lobe,01-Eyeball,03-Cerebellum(flocculus),10-Heart,04-Hippocampal formation,06-Hypothalamus,21-Kidney,26-Large intestine(basal layer),29-Large intestine(epithelium),22-Liver,18-Lung,35-LN,43-Leptotene/Zygotene(L/Z),14-Mesenteric fat(mFat),11-Muscle,07-Brain stem,08-Olfactory bulb,09-Optic nerve,15-Salivary gland,20-Skin,27-Small intestine(basal layer),28-Small intestine(epithelium),36-Spleen,12-Thyroid gland,24-Tongue,19-Perigonadal fat(pFat),02-Cerebellum(central part)
04-NC3,0.992989258,1,1,0.983601503,0.887664541,1,0.893156143,1,1,0.921786072,0.850737503,0.99106931,0.916635088,1,0.999208948,1,0.997773313,1,0.962299901,0.986888748,0.934138145,0.85788261,1,0.795792582,0.906239052,0.924470723,1,1,1,0.979181769,0.937418247,1,1,1,0.983111894,0.962122546,0.958318932,1,1,1,1,1,1,1,1,0.902669462
07-NC4,0.996108007,0.927068865,0.917177431,1,1,1,1,0.8527967,0.972329744,0.834950499,0.909412993,0.929630392,0.88027009,0.850583839,1,0.958487421,0.994712248,1,0.921063441,0.953247258,0.943643261,0.890140856,1,0.99334285,0.95440912,1,1,0.960494645,1,1,1,1,1,1,0.95298261,0.963746455,1,0.986067566,0.965492725,1,1,0.967430585,0.986400599,1,0.980797786,0.877978335
06-NC5,1,1,0.892678681,1,1,1,1,0.893302979,0.889062259,1,0.999290952,0.920296933,1,1,1,1,1,1,1,1,1,0.958207467,1,0.985747897,0.977670326,1,0.980532026,1,0.999655983,0.971755525,0.995458909,1,1,1,1,0.994185416,0.998236053,1,1,1,0.798713791,1,1,1,1,0.985480499
03-NC6,1,1,1,0.813524872,0.875793864,0.82336911,0.929896126,1,1,1,1,1,1,1,1,1,1,1,0.888237935,1,1,0.876144497,1,0.883946483,0.996933958,0.985108823,1,1,0.990856869,1,1,0.933892774,1,0.974584267,0.950707275,0.973458486,0.960133152,1,1,1,1,0.98742116,1,0.936702536,1,0.874383098
02-NC7,0.951434155,1,1,1,1,1,1,1,1,1,1,1,1,1,0.850985028,1,1,0.957093074,1,1,1,1,0.868597735,1,0.992835107,1,0.972952809,1,0.856847148,0.97194872,1,1,1,0.916017436,0.960054215,0.9205363,1,0.935340817,0.953457125,0.920579324,0.936947915,1,0.896421398,0.923001354,0.966333493,1
01-NC8,0.69676601,1,1,0.937698543,1,1,0.924009391,0.959047657,0.917076917,0.941461004,1,1,1,1,0.507986492,0.771333944,0.86602321,0.730003282,0.973500627,0.779688229,0.838351263,0.917660286,0.713142774,1,0.815872636,1,0.926424252,0.93579694,0.789077901,0.958517819,0.987474362,0.962156624,0.792355452,0.717316913,0.861984516,0.888335641,0.907356848,0.836058821,0.743077773,0.957921272,1,1,0.813091557,0.693790848,0.808528149,0.890916567
84-Nfs1,0.216249027,0.044732106,0.044635393,0.01182273,0.000682827,0.001820872,0.012580452,0.021992581,0.013858759,0.03470447,0.022199472,0.030356462,0.022717797,0.036616279,0.088667588,0.343668812,0.019017811,0.222431959,0.275611069,0.274223172,0.319302816,0.190702664,0.349297029,0.371462492,0.489640643,0.126621467,0.110445474,0.010551832,0.178455373,0.169099766,0.058679558,0.005911106,0.22155522,0.337607946,0.388133572,0.286259811,0.345484984,0.26942424,0.163803129,0.097318798,0.016615597,0.039914682,0.194185009,0.161098908,0.150721308,0.187257474
40-Nsun2,0.983413784,0.441860782,0.342224053,0.122121646,0.071395721,0.086428576,0.264773665,0.383886262,0.291396219,0.223990611,0.263224125,0.314316871,0.586732682,0.332460327,0.991078104,0.884444326,0.271284403,0.881027717,0.938179907,0.859342581,0.936962646,1,0.936292736,1,1,0.850664384,0.784766833,0.493156671,0.964862897,0.714683569,0.358361231,0.181866012,0.769610487,0.920380152,0.948234576,1,0.979764426,0.973650062,0.722305853,0.632725355,0.630405632,0.298719252,0.918754469,0.63620184,0.710969471,1
57-Nsun4,0.417061915,0.200232881,0.208495784,0.00620759,0.012846299,0.01952088,0.039410031,0.157265985,0.102604094,0.119831926,0.099518923,0.114285009,0.148639006,0.189649819,0.2267548,0.565697371,0.133176444,0.840894064,0.836806749,0.508335575,0.993545314,1,0.917644876,0.845161767,0.810565349,0.762050016,0.297932368,0.040021325,0.463492605,0.609762186,0.186136581,0.036843126,0.763424995,0.751631648,0.809648834,0.763767883,0.824938355,0.827678243,0.557514386,0.244131183,0.037191774,0.127858549,0.828937987,0.422829677,0.606191623,0.962310616
79-Osgep,0.052838684,0.011895141,0.029976665,0.004414952,0.000994777,0.000758643,0.005703067,0.01083608,0.007050751,0.017745581,0.009491908,0.012553474,0.004270889,0.021918153,0.032677725,0.115936098,0.01514938,0.236332803,0.207404352,0.150126426,0.725849812,0.215858558,0.19914634,0.271414696,0.322171101,0.087039834,0.076740566,0.003379739,0.108952773,0.139010244,0.03515743,0.003034573,0.214571264,0.341069019,0.346587978,0.331847505,0.165671179,0.249996517,0.115392403,0.064424791,0.003134867,0.029073287,0.139427773,0.113002053,0.127561734,0.263322465
82-Polr2a,0.091950844,0.040508055,0.042907042,0.002136257,0.00095848,0.001601366,0.005345382,0.024019493,0.017502407,0.033841373,0.032793735,0.020275159,0.058049469,0.041386469,0.077328941,0.163609462,0.0335113,0.314909496,0.377650109,0.216913177,0.251915101,0.589595188,0.228368291,0.537231949,0.540700888,0.133913714,0.161315234,0.009151186,0.268724486,0.268597539,0.058592286,0.002356411,0.301735638,0.248959319,0.574528686,0.733973312,0.311088733,0.351820317,0.203745707,0.139322532,0.013447205,0.05325159,0.209440623,0.17848777,0.208286525,0.742187936
13-Pus10,0.722244854,1,1,0.437679123,0.493063856,0.380369146,0.444309824,0.78408804,1,0.980412625,1,1,0.984274278,0.8802405,0.679263587,0.766772219,0.707890861,0.84740337,0.966906979,0.665874033,1,1,0.907560308,1,0.984562636,1,0.650812366,0.507942672,1,0.996988634,1,0.335410608,0.766540266,0.828461054,1,1,1,0.715649799,0.624480886,0.529713985,0.560009933,0.983684811,0.910457854,0.740308031,0.7900867,1
46-Pus3,0.517204625,0.196504257,0.170672921,0.122152809,0.075917016,0.078691222,0.13685305,0.157631229,0.060021258,0.112769878,0.122054144,0.081161595,0.17115945,0.134547408,0.478467079,0.505673847,0.087774187,0.669352538,1,0.651939564,0.651633086,0.96646161,0.636722351,1,0.840074479,1,0.726880471,0.618827535,0.737593116,0.590228211,0.132320444,0.100017304,0.626951627,0.557207891,0.958142013,0.764326134,0.996452991,0.690983978,0.414981082,0.827561115,1,0.103361252,0.706602572,0.465229108,0.496120558,0.894548594
39-Pus7,0.648635079,0.358525375,0.662685997,0.100469851,0.071861981,0.039630666,0.427416474,0.518211943,0.238055914,0.315739239,0.221828314,0.274022233,0.256679883,0.551614893,0.57065624,0.799926781,0.304347474,1,0.89352138,0.836370959,0.838093084,0.887332854,1,0.880893484,0.795472191,0.862986287,0.740117472,0.655019102,0.931659457,0.715854896,0.326636674,0.281988823,0.949823912,0.814751844,0.926021315,0.896791523,0.937879757,0.979948866,0.975828904,0.669226842,0.681057235,0.269798546,0.897016999,0.683315973,0.87734583,0.88434095
27-Qtrt1,0.734909685,0.578214183,0.705376265,0.030468913,0.085266638,0.040907419,0.095727511,0.776027707,0.752398568,0.637939768,0.556531775,0.737794452,0.720985434,0.706947071,0.661075533,0.721888594,0.623928525,1,0.923517614,0.713583661,0.944274686,0.99229041,1,0.950152623,0.921325784,1,0.657215697,0.545350358,0.928003667,0.938756585,0.764705901,0.061658186,1,1,0.912067341,0.946589684,0.946930054,0.835176509,0.854204219,0.689812216,0.444699277,0.65432103,0.975109579,0.735143652,0.866976334,1
28-Qtrt2,0.549094039,0.736114036,1,0.150151951,0.111523764,0.147715322,0.125789403,1,0.975630209,0.919927348,0.806989348,0.963231542,1,1,0.465661117,0.628191007,0.761463641,0.673951316,1,0.65699156,0.692344186,0.779416988,0.687309414,1,0.817870534,1,0.597893369,0.58316818,0.775440465,0.870486095,0.848992843,0.132157943,0.813084539,0.569498745,0.870639467,0.830421988,0.821263762,0.662598666,0.599582871,0.698820239,0.764122089,1,0.628916977,0.580479321,0.654865715,0.96620923
52-Rnmt,0.511857446,0.255909923,0.276183575,0.032660998,0.005753779,0.002930718,0.04197965,0.256675214,0.170763202,0.211426097,0.212481665,0.173827763,0.227279707,0.272660098,0.371033716,0.684942352,0.225741041,0.87414591,0.96063051,0.682775019,1,1,0.824325746,1,1,0.596918876,0.476865861,0.302791539,0.556458609,0.60213169,0.262294327,0.031396683,0.69543843,0.859109182,1,1,0.89867939,0.713694563,0.591196496,0.503882727,0.408272868,0.291755532,0.818472618,0.439900577,0.515877472,1
63-Rpusd4,0.575014631,0.207872298,0.262687765,0.064778043,0.060170456,0.036313104,0.083812044,0.233747801,0.216537549,0.211429101,0.230059036,0.259001367,0.267499552,0.272867589,0.443384882,0.678680191,0.191272079,0.468751431,0.863225171,0.56755085,1,0.849163383,0.634374358,0.999970101,1,0.593627706,0.340790197,0.156318085,0.349565658,0.473634518,0.28519085,0.062055223,0.588521984,0.700019717,0.873373953,0.687342905,1,0.551916979,0.487577511,0.290973833,0.147299026,0.202119012,0.829494376,0.422937701,0.462154173,0.829466
48-Snu13,0.515274096,0.222770738,0.225856305,0.255623586,0.261131713,0.274794476,0.317082497,0.172066888,0.172998596,0.204540827,0.177748585,0.20766646,0.259647676,0.207476789,0.577951333,0.586267755,0.152999288,0.512147075,0.785798535,0.757520078,1,1,0.334996189,1,1,0.441827036,0.567404493,0.40930417,0.986951136,0.513957657,0.251664289,0.257833379,0.555282525,0.4179198,1,1,0.726756061,0.569850601,0.630821498,0.44151612,0.310704448,0.213869664,0.487629182,0.380042269,0.444520224,1
60-Tfb1m,0.307261859,0.155915106,0.135289167,0.005151633,0.017736192,0.010107459,0.037730222,0.084692765,0.040009966,0.111978667,0.070656912,0.07264014,0.081681435,0.107200976,0.225726189,0.474609231,0.082000804,0.414647286,1,0.475518475,0.851032829,0.992302447,0.602945635,1,0.866773266,0.761483422,0.225915375,0.075370009,0.406312947,0.542559176,0.116005832,0.036710156,0.560511211,0.529488696,0.868436279,0.792667962,0.773444968,0.485697054,0.397626809,0.196881899,0.081377213,0.133960334,0.583688421,0.324811212,0.361341201,1
80-Tgs1,0.207862545,0.209473093,0.15758996,0.070093721,0.024943513,0.065325559,0.042654006,0.112535757,0.110591055,0.154716566,0.153536135,0.123917856,0.147701892,0.147648047,0.193786319,0.235462332,0.14076825,0.377772564,0.344967143,0.258577521,0.531217016,0.452509732,0.473762788,0.384851994,0.479642702,0.287467743,0.260621762,0.092572517,0.392210844,0.310747413,0.183880521,0.031619725,0.404411375,0.426706773,0.446085156,0.40582148,0.333310196,0.384832771,0.260689212,0.176537236,0.115851088,0.159857202,0.422513293,0.201707384,0.299513623,0.470308
86-Thg1l,0.080237205,0.001887045,0.017555171,0.003496694,0.000648282,0,0.007786013,0.005858034,0.004223351,0.015492472,0.009076276,0.007919626,0.00160358,0.012606502,0.023515229,0.198632707,0.010078616,0.212633787,0.218738532,0.155028752,0.261292392,0.09477051,0.211565144,0.225080852,0.254659904,0.058566447,0.068987116,0.002669172,0.078990936,0.10551915,0.028728029,0.002185434,0.228555509,0.282630039,0.343483239,0.217517714,0.311367316,0.261528355,0.124819297,0.055457485,0.002856738,0.022622664,0.127040544,0.171887313,0.099031559,0.1172601
37-Thumpd1,0.609190107,0.45621098,0.261331043,0.424889294,0.275628215,0.33813549,0.383168513,0.259373493,0.244656475,0.32391068,0.425868246,0.268729116,0.360913866,0.207346547,0.562323767,0.709375562,0.250408193,0.811782409,0.860751459,0.754180551,1,1,0.758617957,1,0.838737368,1,0.632952203,0.511776129,0.791107496,0.745646654,0.376756108,0.345396561,0.77129008,0.782930165,0.808872778,0.98472238,0.84460611,0.75569981,0.599536055,0.602239414,0.51150098,0.308001108,0.676466997,0.536106594,0.717916062,1
70-Tprkb,0.299974772,0.111537937,0.102119719,0.042495676,0.014082577,0.023934403,0.016720315,0.070293221,0.07144136,0.086827956,0.050711366,0.078871694,0.104478703,0.064387041,0.209007473,0.492294086,0.068875097,0.5916034,0.509234773,0.464452823,1,1,0.621144567,0.672632131,0.676291838,0.285208183,0.253528676,0.110635274,0.330498502,0.317944019,0.108246896,0.021727419,0.471576435,0.496837008,0.595376688,0.615268604,0.66075422,0.545581552,0.304548539,0.213261607,0.12409446,0.085654014,0.316751446,0.270884143,0.304112159,1
15-Trdmt1,0.762025723,0.961575857,0.758242574,0.576908019,0.410231982,0.497592729,0.490932494,0.666339405,0.77327798,0.575570865,0.75121116,0.817939621,0.785099668,0.695655941,0.68646096,0.695868131,0.510306688,0.810102815,0.981181813,0.668439039,1,1,0.816313593,1,1,1,0.624231871,0.534761693,0.955118869,0.789382183,0.734045735,0.38961039,0.93713801,0.796670608,0.947394731,0.921137976,1,0.686853845,0.635125897,0.574703811,0.726597239,0.606042793,0.765504807,0.557586428,0.786190096,1
61-Trit1,0.452791323,0.030476981,0.075991997,0.004518245,0.007616087,0.004698438,0.025794182,0.039894718,0.01728377,0.06226309,0.015312984,0.029083516,0.034615682,0.066717133,0.33186655,0.498992875,0.034149592,0.396821266,0.840553517,0.451366294,0.791724699,0.893027608,0.587107259,0.918858897,0.80665715,0.699636993,0.206413205,0.01476015,0.265756337,0.445735727,0.067001951,0.016971059,0.525009849,0.552832014,0.784192446,0.651067543,0.706505622,0.57924147,0.417595551,0.166581305,0.012342577,0.060923113,0.588943411,0.282685751,0.43209582,0.887391482
11-Trmo,0.950393474,0.741862862,0.961473799,0.722414485,0.530641245,0.68712047,0.652775186,0.944482633,0.946821275,0.822721154,0.777295312,0.95606306,0.789140017,0.848436431,1,0.957257337,0.730999108,1,0.989550374,0.971501727,1,1,1,1,1,1,1,0.727478196,1,0.974554152,0.828404759,0.628178233,1,1,0.969900153,0.998473562,1,1,0.975925103,0.707500784,0.751045643,0.798934786,1,0.791364367,0.94991752,1
32-Trmt10a,0.672146094,0.486160528,0.408078975,0.202895884,0.161954219,0.104624483,0.311905354,0.448710299,0.269945685,0.304459354,0.291711092,0.276706105,0.593492436,0.532546991,0.507762113,0.673020909,0.289849139,0.621705552,1,0.611118765,0.744532437,0.934590671,0.589685824,1,0.956728968,1,0.545388269,0.45420429,0.621774383,0.573904341,0.293424429,0.312863165,0.763480464,0.673042427,1,0.87832789,0.851432816,0.719830086,0.629300045,0.51804841,0.392766026,0.296458771,0.709050693,0.442073465,0.571012998,0.978021467
25-Trmt10b,0.863859146,0.731047107,0.797714862,0.242441831,0.237856236,0.157764454,0.290274535,0.736264524,0.727912014,0.714731702,0.738748465,0.638829117,0.718410289,0.901896717,0.855659505,0.901368302,0.692608235,1,0.993923795,0.824465655,1,0.925358764,1,0.999442698,1,1,0.805402623,0.686001761,1,0.979582067,0.738492631,0.283639833,1,1,1,1,1,1,0.97896399,0.737997454,0.658045159,0.990283094,1,0.750944094,1,0.991055752
64-Trmt10c,0.370622517,0.244021056,0.221583696,0.035526933,0.057337341,0.047778741,0.077133495,0.192367437,0.143302711,0.157773757,0.1438204,0.164872193,0.183425228,0.172220906,0.176183278,0.635327686,0.177501972,0.575559163,0.831627239,0.495224746,0.942789431,0.560271392,0.739719388,0.904875034,0.867661238,0.433022787,0.260339328,0.078574384,0.345778521,0.492670586,0.195278167,0.066019134,0.571096286,0.663315285,0.78835432,0.651828684,0.830009493,0.616173234,0.514565117,0.235929974,0.10246184,0.146487905,0.773459115,0.373062367,0.379674211,0.574184906
73-Trmt112,0.250582235,0.048090764,0.064153776,0.00406543,0.000818247,0.000409123,0.020342831,0.118773364,0.029589378,0.049654892,0.025923551,0.052169747,0.020441537,0.083447232,0.088443718,0.458713842,0.030479652,0.602100453,0.787569578,0.373777499,1,0.931471673,0.471390166,0.780385374,0.783980233,0.280552969,0.194280782,0.037804146,0.225481957,0.219978394,0.075660729,0.005850091,0.559528448,0.530195973,0.747461744,0.722873866,0.625524233,0.377608902,0.335109756,0.16760081,0.030352377,0.06961073,0.299118696,0.285205179,0.348929193,0.904850529
34-Trmt5,0.592550349,0.433418834,0.350550887,0.069612868,0.213999107,0.079369797,0.228969338,0.268341295,0.363789684,0.328706851,0.349681229,0.347161188,0.412815149,0.327466502,0.66965086,0.604149631,0.275487824,0.920581853,0.766570569,0.614716933,0.652179677,0.905295362,0.962812965,1,0.821981012,0.850479783,0.57169343,0.28242649,1,0.84775204,0.419779682,0.117172493,0.904240634,0.804451368,0.817685103,0.951911361,0.866764524,0.738055698,0.575979096,0.471353175,0.356654446,0.337108486,0.900890564,0.528756166,0.790793206,0.847193359
77-Trmt6,0.280599194,0.030670477,0.107183972,0.004379224,0.000608865,0,0.013200912,0.047950182,0.02104742,0.054576114,0.029009308,0.028992398,0.063724841,0.070958935,0.195361972,0.434400474,0.029687381,0.24409606,0.416960761,0.388220082,0.728133175,0.316218964,0.39657322,0.390996178,0.416356604,0.206451241,0.134863768,0.021526311,0.250914076,0.226278777,0.065189769,0.004633108,0.338467981,0.41432523,0.413855386,0.378666548,0.363657515,0.268844007,0.214904668,0.154244051,0.053269602,0.062203864,0.285823107,0.226428979,0.155430743,0.338746002
69-Trmt61a,0.228204206,0.045148244,0.035656443,0.006999715,0.00076864,0.001281066,0.014914917,0.010263689,0.006148908,0.04342032,0.011394267,0.015957572,0.0084078,0.029351252,0.11463212,0.388405291,0.013484757,0.217008922,0.775500423,0.298246406,0.781855753,0.847407886,0.331974542,0.898286507,0.667286015,0.199958412,0.112416799,0.010827092,0.21071279,0.222280184,0.043702885,0.00698872,0.243927103,0.342569927,0.621947616,0.702976498,0.532318655,0.201430357,0.160034345,0.088998702,0.009632124,0.034572247,0.191359833,0.232512819,0.134354565,0.865680379
10-Trmt61b,0.926483478,1,1,0.542053914,0.435363638,0.544713523,0.468127817,0.716656488,1,0.825397885,1,1,0.862887901,1,0.725554053,0.997065446,0.850929113,1,0.889557391,0.959154977,1,1,1,1,1,1,0.91159708,0.841014232,0.976631277,1,0.982912739,0.506318269,1,0.985136057,0.924808977,0.98530735,0.947606533,0.98517046,1,0.784361567,0.75649061,1,0.861570356,0.692534425,0.973322782,1
62-Trmu,0.51676437,0.046448122,0.032186709,0.007168205,0.002174042,0.005632931,0.018730685,0.012163458,0.008702847,0.037982452,0.018215622,0.013685108,0.024758175,0.031458323,0.354129638,0.685893441,0.04534866,0.293260753,1,0.501476594,1,1,0.505925628,1,1,0.487126338,0.226137428,0.005971088,0.123852664,0.348317587,0.060334665,0.008742977,0.352483686,0.568401875,1,1,0.948479651,0.501666122,0.385689642,0.188387055,0.007889657,0.052497465,0.686080104,0.323608575,0.271729858,1
20-Trp53rka,0.843095909,0.657785933,0.662429147,0.290065584,0.183933237,0.299939992,0.209806809,0.686344242,0.518916793,0.61278522,0.533389798,0.613954564,0.646990749,0.685986229,0.689295841,0.852370357,0.64191614,1,0.770890974,0.772388079,0.763214166,0.569140196,1,0.716915571,0.67469339,0.868064602,0.780564162,0.615956344,0.945513506,0.907345404,0.623515288,0.21976079,1,0.86429712,0.756690124,0.77956571,0.703056002,1,0.942077709,0.771263803,0.656703035,0.569795625,0.861579894,0.861291253,1,0.62726199
47-Trp53rkb,0.497826877,0.311208798,0.335382118,0.340704955,0.32564073,0.305490324,0.301464104,0.331425714,0.234433202,0.298901695,0.262057916,0.23738162,0.308456988,0.389183714,0.48046017,0.58210633,0.253648552,0.471017954,1,0.576785844,0.737849334,0.785817907,0.4830071,1,0.926326664,0.416961674,0.520439588,0.517231105,0.840885298,0.532904663,0.327789725,0.338865345,0.530367379,0.483204011,1,1,0.852523679,0.526948016,0.620634314,0.512347531,0.380359117,0.326313647,0.494672332,0.548977317,0.481743051,1
72-Txn1,0.261458928,0.022247179,0.06763178,0.008719544,0.001591101,0.003185914,0.019615892,0.151432102,0.031331511,0.058273471,0.014848028,0.059356925,0.01127176,0.084056212,0.103159,0.456371047,0.023397347,0.742707024,0.79550915,0.382265993,1,0.998619234,0.470491191,0.870819741,0.848562422,0.265953089,0.191279256,0.009488063,0.312350651,0.207936792,0.055900265,0.007615046,0.496030557,0.479477598,0.782529511,0.701300654,0.647071659,0.386634967,0.316976676,0.159325737,0.013935739,0.04047121,0.427680784,0.266033896,0.281326732,0.936185514
35-Tyw5,0.750338391,0.528090246,0.598125761,0.28979628,0.315724617,0.319625766,0.340928224,0.564630917,0.358661163,0.470666558,0.529032543,0.39834617,0.516121726,0.599764695,0.56227233,0.807651823,0.520310466,0.659819523,0.991922895,0.618254019,0.794160139,0.863548892,0.72065997,1,1,0.859423156,0.616926251,0.472988067,0.9630381,0.728525632,0.661016938,0.318047999,0.642125634,0.680486641,1,1,0.800602237,0.574770849,0.756173436,0.595365235,0.469306309,0.625247844,0.750130375,0.559214033,0.665323481,0.983601091
45-Urm1,0.377912928,0.093298109,0.537774979,0.005696166,0.000932965,0.001243652,0.026157471,0.316888596,0.02827903,0.08662061,0.0619977,0.053665451,0.058370883,0.334731561,0.368985536,0.465229179,0.047712343,0.617616196,1,0.505598851,0.660179907,0.999158783,0.592593355,1,0.885854427,0.913099963,0.48809413,0.259793311,0.626753558,0.53265291,0.100770842,0.009838442,0.587274685,0.559060193,0.841745252,0.844897895,0.713788856,0.573926055,0.400542833,0.693238469,0.617545659,0.106759568,0.56801789,0.346323348,0.408981949,0.994571744
76-Wdr4,0.556659096,0.1263572,0.149870664,0.029722173,0.001368613,0.01293916,0.040427277,0.121357204,0.068480578,0.081366518,0.069014883,0.098206163,0.08919763,0.11537903,0.450103507,0.616670636,0.075120192,0.237614626,0.350402105,0.527343039,0.945646816,0.343305591,0.348203108,0.356634627,0.386763701,0.182351224,0.177193956,0.067767912,0.178024957,0.221809493,0.099378896,0.020066407,0.321914781,0.413689455,0.496089194,0.396394096,0.484932016,0.29627811,0.226272315,0.171772188,0.089029604,0.087309166,0.209969699,0.226919675,0.288202078,0.367235164
67-Ythdc1-1,0.341445242,0.108056989,0.07635942,0.029651509,0.023446719,0.020571449,0.029496658,0.062684625,0.075980662,0.062579868,0.053193339,0.060455888,0.087599121,0.084543557,0.357261672,0.375722823,0.063870818,0.333676365,0.670799842,0.539044397,0.479319427,0.732544733,0.486451696,0.598707861,0.666863401,0.225980441,0.359707717,0.321451514,0.194637717,0.322291893,0.090736811,0.014886731,0.505440168,0.42943552,0.593710582,0.505872257,0.547916235,0.479660727,0.345018102,0.364205833,0.378868129,0.09150705,0.483070922,0.373484731,0.266352224,0.763660873
66-Ythdc1-2,0.244173246,0.093111769,0.200181723,0.014217905,0.025995291,0.025941087,0.032400972,0.21394139,0.078978594,0.086365859,0.080828662,0.109352625,0.087807861,0.186512805,0.225952829,0.283863011,0.078375625,0.240343342,0.694789989,0.389939206,0.294876152,0.689316028,0.39233453,0.804919593,0.632331032,0.237470747,0.413090974,0.322966898,0.245991044,0.302968457,0.11648247,0.018444513,0.359412982,0.349302043,0.548907208,0.537810896,0.56600319,0.309721675,0.232159397,0.521874483,0.612674307,0.103257126,0.379312998,0.296531602,0.20471879,0.733125595
18-Ythdf1-1,0.640613156,0.444710526,0.595545245,0.511636707,0.606419971,0.707473521,0.874834864,0.604587497,0.342660884,0.386209185,0.485683121,0.381799568,0.476966356,0.511765914,0.494995386,0.723765908,0.404598101,0.956322774,1,0.647738611,1,1,0.925055215,1,1,0.987956508,0.59660661,0.412733497,1,0.800146708,0.523976656,0.828578906,0.935216074,0.9985106,1,1,1,0.685922196,0.769838351,0.548985432,0.376069212,0.499012862,0.877075942,0.608652891,0.90419446,1
17-Ythdf1-2,0.76204156,0.699415219,0.566123227,1,1,1,1,0.708430272,0.414480479,0.544453151,0.585209925,0.482672704,0.634070504,0.558765622,0.583466055,0.836949061,0.629862395,1,1,0.763463179,1,1,1,1,1,0.953620256,0.707516545,0.54207362,1,0.959783925,0.634793554,1,1,1,1,0.919154452,1,0.917181173,0.977305428,0.593993111,0.502561898,0.79583126,1,0.687599214,1,1
